0054.62752,00036.540243,63.7860345,26.36106,19.11925406
000093.84283,0076.481976,27.468154,00000065.248,00045.64
0057.0606272,5.4065083,000097.1206,0069.80396,37.8196934
000063.47871,000011.33381,15.5007739,00000026.54,66.0911527
088.3833,84.49647939,024.79056,000028.353,0096.185486
14.9179543,29.39614789,091.0549,079.44323169,91.7053144
00055.029,58.6741037,0003.407452,073.25617167,00093.293
000050.45193,00029.8448,00042.59222,000035.2406,0033.6984742
00003.2263,18.9765391,00024.923266,0048.99139,65.725891
0000014.3107,8.695897214,002.109923,00000093.863,0092.041
0072.1793,00020.91214,74.60613,046.427183,00000023.49
0077.244,92.03644,81.0776649,0056.0146657,008.7720283
040.8764228,0018.6531446,00000069.701,00054.2217,60.338337
89.16327,61.097481,98.22017029,014.1769,00000093.178
065.6865,00075.351,000050.94589,0018.819,0058.16937
3.241404,00019.104,0050.839908,00000040.726,25.45019296
20.30548721,0082.32891,92.213667,0000070.0788,0057.19429
48.069485,0094.7657115,94.2947255,058.5887049,31.4913571
00026.51,00076.217,70.47628904,32.65132,41.47789506
0028.72178,49.36586,8.227732559,0000028.9501,90.37309344
002.46544632,000019.70118,0041.6409,05.4663917,7.556658884
034.9731,27.9483842,00065.97898,00000086.321,00000093.863
063.50965,00000085.605,5.03303313,0018.073873,0006.23639
72.9957293,016.35325,04.94222537,081.2728,53.890167
83.21200745,0000028.802,0013.1531362,72.0208474,0023.2533384
36.728519,62.59892117,077.2312,81.32903088,00053.201
70.0315974,95.48523287,000028.13662,00051.88063,000096.9412
65.47402253,0000038.162,00000075.843,81.065649,00027.5483
45.22272755,0000027.1699,0013.29953,56.149545,00048.40214
18.37474698,0071.9257345,049.7314,0015.996877,024.4004717
0000009.8313,00057.7444,26.3021052,00005.924861,51.316671
0000077.926,0092.736,0000060.432,94.7947951,0032.0402325
006.064653,90.45178637,0052.391,0024.133996,86.147445
00005.522348,30.12738326,006.21474,36.89462217,035.2399
30.4060051,90.60164,087.4182235,36.9888482,000047.11915
57.171965,88.2947191,00014.965672,00099.82679,00086.2114
21.8823996,049.4846805,00045.997,000000006.1,0000026.054
000073.9494,012.5065,0030.2674,75.99698896,000016.90017
029.403624,25.98682534,0054.2312571,000067.78657,064.25761636
0000090.446,0000094.6713,000027.2163,000084.066,0076.864
010.4136013,25.6540612,42.48062,28.106445,0012.941183
034.4470719,000054.597,0083.01765,000072.88382,00039.806
86.412548,025.0491,38.5982417,00061.823188,000044.863
0073.3391,00083.2377,00000080.903,00069.0023,0032.5993
40.907508,0023.3637481,23.42967,058.02383,0036.73476
0057.53678,23.314708,0000081.942,000073.33943,00071.1643
