29.29678	22.16780	52.28900	82.97565	16.82113
11.64519	43.66504	29.49197	17.43100	23.31400
65.56495	39.17022	37.92155	80.13608	97.18427
73.07430	78.81050	64.15385	 7.38226	20.33370
78.82582	54.18371	26.04919	48.08447	30.57920
45.46085	 2.65217	13.95400	38.86100	 8.90190
80.91345	73.40464	12.01464	40.88000	35.21271
98.09120	35.02100	53.61718	29.43125	14.74200
35.58277	 4.09040	65.08552	63.77138	85.36503
46.73718	53.70519	21.79000	33.43200	91.70080
23.96420	66.36312	36.62769	 9.82876	82.74398
55.84400	38.96961	42.12220	97.20820	 5.64416
 8.93756	68.31084	96.99035	86.32699	 2.13418
37.75086	30.29380	32.68700	52.39876	44.27411
 1.15432	98.61095	38.64432	99.64600	47.52220
89.58433	54.91901	17.22054	68.32157	78.21700
50.09473	93.46900	 8.08568	46.77036	92.33680
24.20145	65.99332	68.88090	89.15900	38.00400
91.29159	87.25850	47.29960	35.29334	49.36008
36.27100	83.10636	34.12644	20.62933	90.52757
23.74060	76.72640	 6.35603	82.23800	22.46830
42.73492	40.96267	83.83125	60.03892	 9.54380
70.16124	24.95553	91.71843	88.76614	62.51274
86.04100	33.00342	36.04273	32.67447	17.60751
23.97000	81.10442	36.83437	43.28500	12.07030
91.84300	25.06700	92.00510	10.46246	58.77770
78.00828	57.23769	33.29497	50.13142	 3.15238
95.82673	23.64746	41.71850	38.41900	83.95700
70.22113	23.86283	77.64939	17.60167	87.15017
86.31012	67.67893	45.13110	56.96916	 1.38877
39.10983	50.70816	23.62840	54.08220	52.51112
94.65921	54.86900	85.47638	67.37971	34.15710
17.20800	94.10000	72.02600	39.93341	93.95538
19.72000	23.51680	89.48871	98.58156	23.14324
51.26700	10.25400	35.59899	64.76210	25.93699
 5.44748	85.79462	 5.16659	49.07055	45.77893
12.56733	83.61303	64.88100	 9.66682	87.31690
63.49374	29.19476	 4.63031	12.83800	60.69434
24.49490	73.82817	22.86821	80.50561	46.00500
75.18730	86.52900	15.62975	12.69600	34.11030
90.89670	19.93101	71.28700	98.23500	25.33800
28.38210	 3.51506	88.32150	94.45590	58.53090
58.18584	 0.37021	17.16787	38.26024	65.58700
27.27711	23.85363	43.98800	93.53710	77.06267
43.01560	37.76330	 2.89197	90.59660	59.45958
35.48270	38.04590	31.63559	36.72800	18.06079
57.35193	 1.36220	75.57092	29.08400	22.64000
99.18708	36.93876	36.46625	40.43629	93.94986
56.26371	82.37400	68.91947	99.78606	64.70045
 4.05673	37.09867	38.41600	78.30753	69.33943
90.87882	28.28700	63.33600	37.93574	51.03080
12.61858	95.65207	20.68542	58.55902	39.72500
 7.37114	62.95599	24.20317	39.40551	50.38190
49.19541	45.92600	49.04800	38.47311	94.28065
73.57395	44.07200	58.53614	38.61188	10.50543
 5.79569	45.62960	94.90588	97.74676	78.90729
46.74800	95.47090	43.31261	18.26641	99.61341
27.57725	44.10300	85.22172	34.06051	28.66432
79.37151	50.85069	87.63000	54.74079	77.31298
92.02737	57.71300	57.77865	35.42792	97.68200
33.19360	 0.03074	85.68145	15.13400	53.04230
61.34463	99.04816	13.12840	28.41600	11.35425
38.23756	32.64470	64.55787	13.03020	96.68940
 7.81448	82.56759	73.74928	70.90229	25.23824
74.59270	72.89431	89.54230	29.36400	59.67850
40.33790	 0.92619	90.71800	76.72012	57.68162
25.83200	58.35610	34.43399	72.02128	44.16100
63.51800	50.91880	44.33856	76.23600	 9.92193
58.37950	55.54100	71.46390	40.94353	14.11900
71.70760	62.05270	19.93770	46.87710	29.37461
 2.17868	48.45110	56.07875	96.94330	83.24680
73.79000	17.14800	39.46603	51.59786	 1.84165
85.72310	58.99411	27.52691	75.26798	38.59420
85.37000	16.50945	 6.52910	23.36741	 0.90490
92.17369	91.34960	70.64422	94.14600	83.96230
10.29215	93.88300	52.59037	80.60186	 0.58478
74.13359	 9.89180	99.23300	15.34099	28.24000
12.36209	70.83900	79.65211	96.77559	41.33302
61.90076	 6.63535	17.34470	55.69457	45.75469
78.18400	55.51846	51.61839	39.16300	15.76760
16.96864	92.61541	25.13702	96.89340	34.67206
25.87201	72.05191	15.14870	90.56210	43.55666
49.14909	32.54300	37.57027	28.69149	27.30600
 0.80606	 8.33924	20.55660	43.37150	85.77100
21.83800	31.56321	78.27151	99.62946	 4.39340
63.17874	71.03800	81.06845	45.08817	83.11344
55.55122	85.12632	 3.23853	32.03878	53.03240
31.03311	11.64500	84.70180	67.37296	45.92700
10.86869	56.60947	18.93810	31.44000	37.91582
64.55953	32.84980	99.86703	50.99275	91.64486
49.49329	22.57025	55.74584	 9.30060	64.80493
42.39695	35.81751	25.72994	85.84950	 7.10810
56.08858	 2.09961	27.13470	71.61124	79.46215
64.34273	62.34860	82.63781	76.60218	36.03460
58.31984	99.47240	73.02554	83.38328	83.21891
70.58100	23.47050	 8.25520	55.63449	59.16840
36.11050	98.45291	 9.55885	30.34225	72.26230
97.79254	55.40722	25.18424	16.81685	96.48428
36.96900	80.81500	57.62600	 6.62640	40.73500
69.66629	17.05296	 6.03455	 2.78850	71.73344
