 00000027.169,   080.2879892,    68.0089672, 067.4592,      000050.13674
     90.17221495, 0000078.6875, 0.74291876,     0000087.6148,    053.85014
  003.11072,  02.25410707,      071.857295,00096.4542,   7.9416396
   55.38633535,  0000034.827,    0022.71118,  80.4289967,     12.71739183
      00038.895087,    00049.170507,      67.72720831,00000044.247,     0021.903819
      87.22629, 00076.785,    16.55116, 063.38327,     0000064.121
 34.2633307,      013.753672,    0015.85792,     050.3841, 000079.801
   0000073.4086,      0026.4003911,      09.6056248,     0065.84655,00037.417817
 052.54994,0000023.3754,00037.6104,   46.786139,   00000080.66
      29.1793723,  0000035.867,  33.85026,     71.90278067,  16.65100888
  34.501362,000033.277,   000003.3888,  84.91662256,      54.051915
     63.5764836, 00059.8008,      46.9038356,     017.9382857,   62.6773207
    69.075574,     76.70457481,      53.953787,  000015.81958, 026.61935
   0041.1313,  44.75562865,  99.01928756, 011.410461,      99.2983793
    0000080.66,     00008.7955, 0000099.889, 11.31632699,      0000018.348
  00000087.021,      00030.41168,25.6774531,     000085.68341,0091.5598
 0027.4009,0000005.152,     017.2695,   00097.0825,98.170391
  00000037.337,  48.12288015,  49.34535401,   00093.5384,     64.6941997
     39.6089208, 0010.6116, 29.5561995,0021.1696,00090.743
     0000084.9701,     71.9745133,    000071.4932,000029.289,  000054.99594
   35.35543886,049.9874,   070.01659139,      0001.22633,  00029.69115
 057.34060926,     00076.22168,  00066.849309,     045.65727,  021.7407
 61.648479,      00023.340312,      000012.2388,  0000046.102,      0004.7163
    085.658622,   0000073.259,   14.902659,     71.3232458,    027.2993
   000001.43208,      0000048.5114,      78.29478634,0030.0746,     0056.025589
      49.26587,      22.19338961,     72.92182245, 00010.246,     000067.665
  00000039.473,     00024.555399, 000061.4894, 01.814914119,   83.98859599
  00037.8875,    00000016.031,    0037.85294,   074.9337,     0046.803
  75.56805,   00000071.156,099.020213,     0037.807081,000062.50335
      52.381883,      00094.44612,   061.06814,0051.0624,00040.10061
     1.6995943,   40.591281,000053.4906,000033.9387,      0041.524728
    12.2379518,      65.8143943,   000074.31,0020.397397,   49.389672
0064.43286,  10.4696731,  00000046.743,    00071.943,    0000020.555
      000009.1809, 0000082.5459,    0049.60484,0000073.72,   000067.5496
  007.196264,  071.88326682,     000024.52698,      44.23227548,   00076.247
   0083.2618657, 000054.8426,     87.64769,     000048.4828, 09.24060578
      0000037.9436,  00000020.893,    0.13812596,      00031.8013,  016.2781262
